"Date","Description","Original Description","Amount","Transaction Type","Category","Account Name","Labels","Notes"
"11/04/2019","Wal-Mart","PURCHASE                                AUTHORIZED ON   11/02 WAL-MART #1878            REXBURG       ID  P00000000883563072 CARD 1372","116.43","debit","Groceries","Wells Fargo Everyday Checking","",""
"11/04/2019","ONLINE TRANSFER FROM GOODSELL M WAY2SAVE SAVINGS REF #IB074BZJJ7 ON 11/04/19","ONLINE TRANSFER FROM GOODSELL M WAY2SAVE SAVINGS XXXXXX9117 REF #IB074BZJJ7 ON 11/04/19","100.00","credit","Transfer","Wells Fargo Everyday Checking","",""
"11/04/2019","ONLINE TRANSFER TO GOODSELL M EVERYDAY CHECKING REF #IB074BZJJ7 ON 11/04/19","ONLINE TRANSFER TO GOODSELL M EVERYDAY CHECKING XXXXXX9815 REF #IB074BZJJ7 ON 11/04/19","100.00","debit","Transfer","Wells Fargo Way2Save® Savings","",""
"11/01/2019","ONLINE TRANSFER TO GOODSELL M EVERYDAY CHECKING REF #IB073NBXXC ON 10/31/19","ONLINE TRANSFER TO GOODSELL M EVERYDAY CHECKING XXXXXX9815 REF #IB073NBXXC ON 10/31/19","65.00","debit","Transfer","Wells Fargo Way2Save® Savings","",""
"11/01/2019","TO GOODSELL M REF #OP073RCLBP EV RECURRING TRANSFER ERYDAY CHECKING GROCERIES/LIVING","RECURRING TRANSFER TO GOODSELL M REF #OP073RCLBP EVERYDAY CHECKING GROCERIES/LIVING","180.00","debit","Transfer","Wells Fargo Way2Save® Savings","",""
"11/01/2019","FROM GOODSELL M REF #OP073RCLBP RECURRING TRANSFER WAY2SAVE SAVINGS GROCERIES/LIVING","RECURRING TRANSFER FROM GOODSELL M REF #OP073RCLBP WAY2SAVE SAVINGS GROCERIES/LIVING","180.00","credit","Transfer","Wells Fargo Everyday Checking","",""
"11/01/2019","ONLINE TRANSFER FROM GOODSELL M WAY2SAVE SAVINGS REF #IB073NBXXC ON 10/31/19","ONLINE TRANSFER FROM GOODSELL M WAY2SAVE SAVINGS XXXXXX9117 REF #IB073NBXXC ON 10/31/19","65.00","credit","Transfer","Wells Fargo Everyday Checking","",""
"10/31/2019","INTEREST PAYMENT","INTEREST PAYMENT","0.07","credit","Interest Income","Wells Fargo Way2Save® Savings","",""
"10/22/2019","Cafe Rio","PURCHASE                                AUTHORIZED ON   10/21 CAFE RIO REXBURG          REXBURG       ID  S389295092264792   CARD 1372","14.29","debit","Restaurants","Wells Fargo Everyday Checking","",""
"10/21/2019","ONLINE TRANSFER TO GOODSELL M EVERYDAY CHECKING REF #IB0725GYDR ON 10/20/19","ONLINE TRANSFER TO GOODSELL M EVERYDAY CHECKING XXXXXX9815 REF #IB0725GYDR ON 10/20/19","150.00","debit","Transfer","Wells Fargo Way2Save® Savings","",""
"10/21/2019","Wal-Mart","WAL-MART #1878           REXBURG      ID","76.69","debit","Shopping","Visa","",""
"10/21/2019","BROULIM'S #6 PURCHASE 10/18 REXBURG ID CARD 1372","PURCHASE                                AUTHORIZED ON   10/18 BROULIM'S #6              REXBURG       ID  P00000000873468293 CARD 1372","8.77","debit","Groceries","Wells Fargo Everyday Checking","",""
"10/21/2019","Byui","PURCHASE                                AUTHORIZED ON   10/18 BYUI FDSVCS 208496        REXBURG       ID  S309291863454927   CARD 1372","2.64","debit","Tuition","Wells Fargo Everyday Checking","",""
"10/21/2019","ONLINE TRANSFER FROM GOODSELL M WAY2SAVE SAVINGS REF #IB0725GYDR ON 10/20/19","ONLINE TRANSFER FROM GOODSELL M WAY2SAVE SAVINGS XXXXXX9117 REF #IB0725GYDR ON 10/20/19","150.00","credit","Transfer","Wells Fargo Everyday Checking","",""
"10/21/2019","Venmo","VENMO            PAYMENT           2637940973      MATTHEW GOODSELL","150.00","debit","Transfer","Wells Fargo Everyday Checking","",""
"10/21/2019","Venmo","VENMO            PAYMENT           2632133487      MATTHEW GOODSELL","7.00","debit","Transfer","Wells Fargo Everyday Checking","",""
"10/18/2019","Venmo","VENMO            PAYMENT           2628737626      MATTHEW GOODSELL","20.00","debit","Transfer","Wells Fargo Everyday Checking","",""
"10/16/2019","Spotify","Spotify USA              877-7781161  NY","9.99","debit","Music","Visa","",""
"10/16/2019","Cafe Rio","PURCHASE                                AUTHORIZED ON   10/15 CAFE RIO REXBURG          REXBURG       ID  S469289120943879   CARD 1372","6.34","debit","Restaurants","Wells Fargo Everyday Checking","",""
"10/15/2019","Venmo","VENMO            PAYMENT           2618564379      MATTHEW GOODSELL","2.00","debit","Transfer","Wells Fargo Everyday Checking","",""
"10/15/2019","Venmo","VENMO            PAYMENT           2604638525      MATTHEW GOODSELL","3.00","debit","Transfer","Wells Fargo Everyday Checking","",""
"10/15/2019","MAVERIK #599 PURCHASE 10/13 THAYNE WY CARD 1372","PURCHASE                                AUTHORIZED ON   10/13 MAVERIK #599              THAYNE        WY  P00000000184346665 CARD 1372","46.50","debit","Gas & Fuel","Wells Fargo Everyday Checking","",""
"10/15/2019","Panda Express","PURCHASE                                AUTHORIZED ON   10/11 PANDA EXPRESS 2734        REXBURG       ID  S389285129351886   CARD 1372","8.06","debit","Fast Food","Wells Fargo Everyday Checking","",""
"10/08/2019","Venmo Cashout Matthew","VENMO            CASHOUT           2589964160      MATTHEW GOODSELL","20.00","credit","Income","Wells Fargo Everyday Checking","",""
"10/07/2019","Venmo","VENMO            PAYMENT           2586125226      MATTHEW GOODSELL","15.00","debit","Transfer","Wells Fargo Everyday Checking","",""
"10/07/2019","Chevron","PURCHASE                                AUTHORIZED ON   10/06 CHEVRON/PWI 979 ELWOOD    ELWOOD        UT  P00469280111253242 CARD 1372","39.15","debit","Gas & Fuel","Wells Fargo Everyday Checking","",""
"10/07/2019","REAMS #11 PURCHASE 10/06 WEST JORDAN UT CARD 1372","PURCHASE                                AUTHORIZED ON   10/06 REAMS #11                 WEST JORDAN   UT  P00000000575208569 CARD 1372","7.45","debit","Groceries","Wells Fargo Everyday Checking","",""
"10/07/2019","REAMS #11 PURCHASE 10/05 WEST JORDAN UT CARD 1372","PURCHASE                                AUTHORIZED ON   10/05 REAMS #11                 WEST JORDAN   UT  P00000000585673942 CARD 1372","5.45","debit","Groceries","Wells Fargo Everyday Checking","",""
"10/07/2019","Wendy's","PURCHASE                                AUTHORIZED ON   10/04 WENDYS #0002              IDAHO FALLS   ID  S389277743341207   CARD 1372","6.32","debit","Fast Food","Wells Fargo Everyday Checking","",""
"10/04/2019","Shell","PURCHASE                                AUTHORIZED ON   10/04 SHELL SERVICE S           DOWNEY        ID  P00000000679217846 CARD 1372","53.40","debit","Gas & Fuel","Wells Fargo Everyday Checking","",""
"10/01/2019","TO GOODSELL M REF #OP06X677M8 EV RECURRING TRANSFER ERYDAY CHECKING GROCERIES/LIVING","TO GOODSELL M REF #OP06X677M8 EV","180.00","debit","Transfer","Wells Fargo Way2Save® Savings","",""
"10/01/2019","FROM GOODSELL M REF #OP06X677M8 RECURRING TRANSFER WAY2SAVE SAVINGS GROCERIES/LIVING","FROM GOODSELL M REF #OP06X677M8","180.00","credit","Transfer","Wells Fargo Everyday Checking","",""
"9/30/2019","INTEREST PAYMENT","INTEREST PAYMENT","0.06","credit","Interest Income","Wells Fargo Way2Save® Savings","",""
"9/30/2019","Chick-Fil-A","CHICK-FIL-A #02789","9.58","debit","Fast Food","Wells Fargo Everyday Checking","",""
"9/30/2019","Shell","SHELL SERVICE S","55.98","debit","Gas & Fuel","Wells Fargo Everyday Checking","",""
"9/30/2019","Jersey Mike's","SQ *JERSEY MIKE'S","36.00","debit","Fast Food","Wells Fargo Everyday Checking","",""
"9/30/2019","Wal-Mart","WAL-MART Wal-Mart Sup","3.14","debit","Shopping","Wells Fargo Everyday Checking","",""
"9/30/2019","Wal-Mart","WAL-MART #1878","24.76","debit","Shopping","Wells Fargo Everyday Checking","",""
"9/30/2019","Venmo","VENMO PAYMENT","1.58","debit","Transfer","Wells Fargo Everyday Checking","",""
"9/27/2019","Online","ONLINE PAYMENT","710.97","credit","Credit Card Payment","Visa","",""
"9/27/2019","ONLINE TRANSFER REF #IB06WJVMLL TO COLLEGE CARD ON 09/27/19","ONLINE TRANSFER REF #IB06WJVMLL","710.97","debit","Transfer","Wells Fargo Way2Save® Savings","",""
"9/27/2019","ORIGINAL THAI PURCHASE 09/26 REXBURG ID CARD 1372","ORIGINAL THAI","26.15","debit","Restaurants","Wells Fargo Everyday Checking","",""
"9/26/2019","Byu-Idaho","BYU-IDAHO UNIV STO","5.29","debit","Education","Wells Fargo Everyday Checking","",""
"9/23/2019","LDS Church","LDS CHURCH DONATION","513.77","debit","Charity","Wells Fargo Way2Save® Savings","",""
"9/23/2019","Venmo","VENMO PAYMENT","12.00","debit","Transfer","Wells Fargo Everyday Checking","",""
"9/23/2019","Byui","BYUI AUXILIARIES","8.00","debit","Tuition","Wells Fargo Everyday Checking","",""
"9/23/2019","Wal-Mart","WAL-MART Wal-Mart Sup","60.58","debit","Shopping","Wells Fargo Everyday Checking","",""
"9/23/2019","Cafe Rio","CAFE RIO REXBURG","10.38","debit","Restaurants","Wells Fargo Everyday Checking","",""
"9/20/2019","ONLINE TRANSFER TO GOODSELL M WAY2SAVE SAVINGS REF #IB06VMZTYT ON 09/20/19","ONLINE TRANSFER TO GOODSELL M","5000.00","debit","Transfer","Wells Fargo Everyday Checking","",""
"9/20/2019","ONLINE TRANSFER FROM GOODSELL M EVERYDAY CHECKING REF #IB06VMZTYT ON 09/20/19","ONLINE TRANSFER FROM GOODSELL M","5000.00","credit","Transfer","Wells Fargo Way2Save® Savings","",""
"9/19/2019","DEPOSIT MADE IN A BRANCH/STORE 106757117","DEPOSIT MADE IN A BRANCH/STORE","5087.64","credit","Paycheck","Wells Fargo Everyday Checking","",""
"9/18/2019","Byu-Idaho","BYU-IDAHO","7.29","debit","Education","Wells Fargo Everyday Checking","",""
"9/18/2019","Byu-Idaho","BYU-IDAHO UNIV STO","20.09","debit","Education","Wells Fargo Everyday Checking","",""
"9/18/2019","Cafe Rio","CAFE RIO REXBURG","8.98","debit","Restaurants","Wells Fargo Everyday Checking","",""
"9/18/2019","Venmo Cashout Matthew","VENMO CASHOUT","154.00","credit","Income","Wells Fargo Everyday Checking","",""
"9/17/2019","Wal-Mart","WAL-MART #1878","111.25","debit","Shopping","Wells Fargo Everyday Checking","",""
"9/16/2019","ONLINE TRANSFER TO GOODSELL M EVERYDAY CHECKING REF #IB06TSCMHQ ON 09/14/19","ONLINE TRANSFER TO GOODSELL M","2300.00","debit","Transfer","Wells Fargo Way2Save® Savings","",""
"9/16/2019","Spotify","Spotify USA 877-7781161 NY","9.99","debit","Music","Visa","",""
"9/16/2019","ONLINE TRANSFER FROM GOODSELL M WAY2SAVE SAVINGS REF #IB06TSCMHQ ON 09/14/19","ONLINE TRANSFER FROM GOODSELL M","2300.00","credit","Transfer","Wells Fargo Everyday Checking","",""
"9/16/2019","WALL DRUG STORE IN PURCHASE 09/12 WALL SD CARD 1372","WALL DRUG STORE IN","2.06","debit","Pharmacy","Wells Fargo Everyday Checking","",""
"9/16/2019","McDonald's","MCDONALD'S F7064","6.41","debit","Fast Food","Wells Fargo Everyday Checking","",""
"9/16/2019","Subway","SUBWAY 0314","9.53","debit","Fast Food","Wells Fargo Everyday Checking","",""
"9/16/2019","Taco Bell","TACO BELL #27882","8.57","debit","Fast Food","Wells Fargo Everyday Checking","",""
"9/16/2019","Byu-Idaho","BYU IDAHO BYUIDAHO","2123.04","debit","Education","Wells Fargo Everyday Checking","",""
"9/16/2019","McDonald's","MCDONALD'S F8067","8.27","debit","Fast Food","Wells Fargo Everyday Checking","",""
"9/15/2019","Exxon","EXXONMOBIL 47852009 SWAN VALLEY","47.32","debit","Gas & Fuel","Visa","",""
"9/15/2019","Courtyard","COURTYARD BY MARRIOTT CASPER WY","91.56","debit","Hotel","Visa","",""
"9/14/2019","Exxon","EXXONMOBIL 45948007 CASPER WY","16.42","debit","Gas & Fuel","Visa","",""
"9/14/2019","Fairfield Inn","FAIRFIELD INN & SUITES","89.20","debit","Hotel","Visa","",""
"9/14/2019","PA TURNPIKE COMM 800-331-3414 PA","PA TURNPIKE COMM 800-331-3414 PA","35.30","debit","Travel","Visa","",""
"9/13/2019","Exxon","EXXONMOBIL 47737192 WRIGHT WY","44.68","debit","Gas & Fuel","Visa","",""
"9/13/2019","MT RUSHMORE PARKIN PURCHASE 09/12 KEYSTONE SD CARD 1372","MT RUSHMORE PARKIN","10.00","debit","Parking","Wells Fargo Everyday Checking","",""
"9/13/2019","Taco Bell","TACO BELL #4859","7.56","debit","Fast Food","Wells Fargo Everyday Checking","",""
"9/13/2019","Wal-Mart","Wal-Mart Super Center","4.54","debit","Shopping","Wells Fargo Everyday Checking","",""
"9/12/2019","Phillips 66","PHILLIPS 66 - CORNER PANTWALL SD","52.02","debit","Gas & Fuel","Visa","",""
"9/12/2019","Delta Hotel","DELTA HOTELS MARRIOTT SOUTH","66.09","debit","Hotel","Visa","",""
"9/12/2019","Shell","SHELL OIL 57444719900 MITCHELL","37.01","debit","Gas & Fuel","Visa","",""
"9/12/2019","Fairfield Inn","MISHAWAKAFAIRFIELDINN MISHAWAKA","44.07","debit","Hotel","Visa","",""
"9/12/2019","ONLINE TRANSFER FROM GOODSELL M WAY2SAVE SAVINGS REF #IB06TGRLGC ON 09/12/19","ONLINE TRANSFER FROM GOODSELL M","100.00","credit","Transfer","Wells Fargo Everyday Checking","",""
"9/12/2019","WALL DRUG STORE PURCHASE 09/12 WALL SD CARD 1372","WALL DRUG STORE","22.66","debit","Pharmacy","Wells Fargo Everyday Checking","",""
"9/12/2019","WALL DRUG STORE PURCHASE 09/12 WALL SD CARD 1372","WALL DRUG STORE","3.45","debit","Pharmacy","Wells Fargo Everyday Checking","",""
"9/12/2019","ONLINE TRANSFER TO GOODSELL M EVERYDAY CHECKING REF #IB06TGRLGC ON 09/12/19","ONLINE TRANSFER TO GOODSELL M","100.00","debit","Transfer","Wells Fargo Way2Save® Savings","",""
"9/11/2019","Exxon","EXXONMOBIL 99579294 SOUTH BEND","48.67","debit","Gas & Fuel","Visa","",""
"9/11/2019","KWIK STAR 10300001032 IOWA FALLS IA","KWIK STAR 10300001032 IOWA FALLS","50.00","debit","Gas & Fuel","Visa","",""
"9/11/2019","ITR MISHAWAKA TOLLS GRANGER IN","ITR MISHAWAKA TOLLS GRANGER IN","4.80","debit","Travel","Visa","",""
"9/10/2019","Sheetz","SHEETZ 00005827 MONROEVILLE PA","52.64","debit","Gas & Fuel","Visa","",""
"9/10/2019","Sheetz","SHEETZ 00005827 MONROEVILLE PA","9.94","debit","Fast Food","Visa","",""
"9/10/2019","Wal-Mart","WAL-MART #2945 PARKESBURG PA","11.26","debit","Shopping","Visa","",""
"9/09/2019","Wal-Mart","WM SUPERC Wal-Mart Sup","34.12","debit","Shopping","Wells Fargo Everyday Checking","",""
"9/09/2019","eDeposit in Branch/Store 09/09/19 03:12:08 PM 3485 LINCOLN HWY THORNDALE PA 1372","eDeposit in Branch/Store","10.00","credit","Income","Wells Fargo Everyday Checking","",""
"9/09/2019","Magnolia Bakery","TST* MAGNOLIA BAKE","12.25","debit","Restaurants","Wells Fargo Everyday Checking","",""
"9/09/2019","MUSEUM OF ILLU PURCHASE 09/06 NEW YORK NY CARD 1372","SQ *MUSEUM OF ILLU","18.51","debit","Arts","Wells Fargo Everyday Checking","",""
"9/09/2019","ATM WITHDRAWAL 09/09 3485 LINCOLN HWY THORNDALE PA 1118K 1372","ATM WITHDRAWAL","150.00","debit","Cash & ATM","Wells Fargo Way2Save® Savings","",""
"9/06/2019","MTA","MTA*METROCARD MACHINE","10.00","debit","Public Transportation","Wells Fargo Everyday Checking","",""
"9/05/2019","Banana Republic","BANANA REPUBLIC ON","41.70","debit","Clothing","Wells Fargo Everyday Checking","",""
"9/05/2019","Showtime","SHOWTIME PICTURES","36.00","debit","Hair","Wells Fargo Everyday Checking","",""
"9/04/2019","Neste","BEST NEST HOUSIN 2325_14744","245.00","debit","Mortgage & Rent","Wells Fargo Way2Save® Savings","",""
"9/04/2019","EMPIRE STATE OBSER PURCHASE 09/02 212-736-3100 NY CARD 1372","EMPIRE STATE OBSER","247.52","debit","Amusement","Wells Fargo Everyday Checking","",""
"9/04/2019","WU *1630934928 PURCHASE 09/02 877-989-3268 CA CARD 1372","WU *1630934928","28.00","debit","Charity","Wells Fargo Everyday Checking","",""
"9/03/2019","SP * US PARK PASS PURCHASE 09/01 HTTPSUSPARKPA CT CARD 1372","SP * US PARK PASS","89.99","debit","Clothing","Wells Fargo Everyday Checking","",""
"9/03/2019","Nike","NIKE.COM","47.70","debit","Clothing","Wells Fargo Everyday Checking","",""
"9/03/2019","ONLINE TRANSFER FROM GOODSELL M WAY2SAVE SAVINGS REF #IB06S232SG ON 09/02/19","ONLINE TRANSFER FROM GOODSELL M","400.00","credit","Transfer","Wells Fargo Everyday Checking","",""
"9/03/2019","ONLINE TRANSFER TO GOODSELL M EVERYDAY CHECKING REF #IB06S232SG ON 09/02/19","ONLINE TRANSFER TO GOODSELL M","400.00","debit","Transfer","Wells Fargo Way2Save® Savings","",""
"8/30/2019","INTEREST PAYMENT","INTEREST PAYMENT","0.05","credit","Interest Income","Wells Fargo Way2Save® Savings","",""
"8/29/2019","Amazon","AMZN Mktp US*MO468","16.00","debit","Shopping","Wells Fargo Everyday Checking","",""
"8/29/2019","Banana Republic","BANANA REPUBLIC ON","37.00","debit","Clothing","Wells Fargo Everyday Checking","",""
"8/29/2019","Amazon","AMZN Mktp US*MO8L5","70.01","debit","Shopping","Wells Fargo Everyday Checking","",""
"8/28/2019","LDS Church","LDS CHURCH DONATION","15.85","debit","Charity","Wells Fargo Way2Save® Savings","",""
"8/27/2019","LDS Church","LDS CHURCH DONATION","322.50","debit","Charity","Wells Fargo Way2Save® Savings","",""
"8/27/2019","AE OUTF ONLINE0002 PURCHASE 08/24 785-2297900 KS CARD 1372","AE OUTF ONLINE0002","74.92","debit","Movies & DVDs","Wells Fargo Everyday Checking","",""
"8/27/2019","Venmo Cashout Matthew","VENMO CASHOUT","10.00","credit","Income","Wells Fargo Everyday Checking","",""
"8/27/2019","Century Theaters","CENTURY TWENTY ONE #18","13.00","debit","Movies & DVDs","Wells Fargo Everyday Checking","",""
"8/26/2019","Online","ONLINE PAYMENT","156.78","credit","Credit Card Payment","Visa","",""
"8/26/2019","Century Theaters","CENTURY TWENTY ONE #18","20.69","debit","Shopping","Wells Fargo Everyday Checking","",""
"8/26/2019","ONLINE TRANSFER REF #IB06QVLQ9Y TO COLLEGE CARD ON 08/26/19","ONLINE TRANSFER REF #IB06QVLQ9Y","156.78","debit","Transfer","Wells Fargo Everyday Checking","",""
"8/26/2019","ONLINE TRANSFER FROM GOODSELL M WAY2SAVE SAVINGS REF #IB06QWXTNQ ON 08/26/19","ONLINE TRANSFER FROM GOODSELL M","200.00","credit","Transfer","Wells Fargo Everyday Checking","",""
"8/26/2019","ONLINE TRANSFER FROM GOODSELL M WAY2SAVE SAVINGS REF #IB06QPW6K2 ON 08/24/19","ONLINE TRANSFER FROM GOODSELL M","200.00","credit","Transfer","Wells Fargo Everyday Checking","",""
"8/26/2019","Prime Video*MO6F45 PURCHASE 08/24 888-802-3080 WA CARD 1372","Prime Video*MO6F45","4.23","debit","Movies & DVDs","Wells Fargo Everyday Checking","",""
"8/26/2019","CELLAIRIS - CO PURCHASE 08/23 NEW YORK NY CARD 1372","SQ *CELLAIRIS - CO","87.10","debit","Mobile Phone","Wells Fargo Everyday Checking","",""
"8/26/2019","eDeposit in Branch/Store 08/26/19 04:53:33 PM 456 E 1150 S OREM UT","eDeposit in Branch/Store","138.52","credit","Income","Wells Fargo Everyday Checking","",""
"8/26/2019","ONLINE TRANSFER TO GOODSELL M EVERYDAY CHECKING REF #IB06QWXTNQ ON 08/26/19","ONLINE TRANSFER TO GOODSELL M","200.00","debit","Transfer","Wells Fargo Way2Save® Savings","",""
"8/26/2019","ONLINE TRANSFER TO GOODSELL M EVERYDAY CHECKING REF #IB06QPW6K2 ON 08/24/19","ONLINE TRANSFER TO GOODSELL M","200.00","debit","Transfer","Wells Fargo Way2Save® Savings","",""
"8/23/2019","eDeposit in Branch/Store 08/23/19 05:59:33 PM 2039 BROADWAY NEW YORK NY 1372","eDeposit in Branch/Store","3225.00","credit","Paycheck","Wells Fargo Way2Save® Savings","",""
"8/22/2019","Venmo Cashout Matthew","VENMO CASHOUT","5.00","credit","Gift","Wells Fargo Everyday Checking","",""
"8/20/2019","Venmo Cashout Matthew","VENMO CASHOUT","16.00","credit","Income","Wells Fargo Everyday Checking","",""
"8/19/2019","Great Clips","8612 GREAT CLIPS A","19.00","debit","Hair","Wells Fargo Everyday Checking","",""
"8/19/2019","Nike","Nike Lancaster 116","24.50","debit","Clothing","Wells Fargo Everyday Checking","",""
"8/16/2019","NJT NY PENN STA 0091 PURCHASE 08/16 NEW YORK NJ CARD 1372","NJT NY PENN STA 0091","16.75","debit","Public Transportation","Wells Fargo Everyday Checking","",""
"8/14/2019","LDS Church","LDS CHURCH DONATION","47.76","debit","Charity","Wells Fargo Everyday Checking","",""
"8/12/2019","ONLINE TRANSFER TO GOODSELL M WAY2SAVE SAVINGS REF #IB06NXQ265 ON 08/12/19","ONLINE TRANSFER TO GOODSELL M","150.00","debit","Transfer","Wells Fargo Everyday Checking","",""
"8/12/2019","CPBIKETOUR1 PURCHASE 08/11 2125418759 NY CARD 1372","CPBIKETOUR1","43.55","debit","Amusement","Wells Fargo Everyday Checking","",""
"8/12/2019","Neste","BEST NEST HOUSIN 2438_14744","35.00","debit","Parking","Wells Fargo Everyday Checking","",""
"8/12/2019","Duane Reade","Duane Reade STO 1889 BROA","4.99","debit","Pharmacy","Wells Fargo Everyday Checking","",""
"8/12/2019","LDS MANHATTAN CTR PURCHASE 08/09 NEW YORK NY CARD 1372","LDS MANHATTAN CTR","8.40","debit","Clothing","Wells Fargo Everyday Checking","",""
"8/12/2019","ONLINE TRANSFER FROM GOODSELL M EVERYDAY CHECKING REF #IB06NXQ265 ON 08/12/19","ONLINE TRANSFER FROM GOODSELL M","150.00","credit","Transfer","Wells Fargo Way2Save® Savings","",""
"8/09/2019","eDeposit in Branch/Store 08/09/19 04:10:47 PM 86 N UNIVERSITY AVE PROVO UT","eDeposit in Branch/Store","427.58","credit","Income","Wells Fargo Everyday Checking","",""
"8/06/2019","Neste","BEST NEST HOUSIN 2325_14744","245.00","debit","Utilities","Wells Fargo Way2Save® Savings","",""
"8/05/2019","Subway","SUBWAY 0013","7.69","debit","Fast Food","Wells Fargo Everyday Checking","",""
"8/05/2019","Panda Express","PANDA EXPRESS #257","10.00","debit","Fast Food","Wells Fargo Everyday Checking","",""
"8/04/2019","Citgo","FAIRFAX CITGO FAIRFAX VA","52.00","debit","Gas & Fuel","Visa","",""
"8/03/2019","Speedway","SPEEDWAY 07980 810 E CUMBDUNN NC","46.00","debit","Gas & Fuel","Visa","",""
"8/02/2019","Exxon","EXXONMOBIL 96768262 WAVERLY GA","58.78","debit","Gas & Fuel","Visa","",""
"8/01/2019","Online","ONLINE PAYMENT","28.14","credit","Credit Card Payment","Visa","",""
"8/01/2019","7-Eleven","7-ELEVEN","49.00","debit","Gas & Fuel","Wells Fargo Everyday Checking","",""
"8/01/2019","Ticketmaster","ONLINE TRANSFER REF #IB06M8S5TM","28.14","debit","Entertainment","Wells Fargo Everyday Checking","",""
"8/01/2019","Thai Haven","THAI HAVEN","16.06","debit","Food & Dining","Wells Fargo Everyday Checking","",""
"8/01/2019","Venmo Cashout Matthew","VENMO CASHOUT","58.99","credit","Income","Wells Fargo Everyday Checking","",""
"7/31/2019","INTEREST PAYMENT","INTEREST PAYMENT","0.04","credit","Interest Income","Wells Fargo Way2Save® Savings","",""
"7/31/2019","Chick-Fil-A","CHICK-FIL-A #00562","8.25","debit","Fast Food","Wells Fargo Everyday Checking","",""
"7/31/2019","SPEEDLANE, INC PURCHASE 07/30 PLANT CITY FL CARD 1372","SPEEDLANE, INC","48.75","debit","Gas & Fuel","Wells Fargo Everyday Checking","",""
"7/30/2019","Wal-Mart","WM SUPERC Wal-Mart Sup","26.57","debit","Shopping","Wells Fargo Everyday Checking","",""
"7/30/2019","LDS Church","LDS CHURCH DONATION","29.50","debit","Charity","Wells Fargo Everyday Checking","",""
"7/29/2019","ONLINE TRANSFER FROM GOODSELL M EVERYDAY CHECKING REF #IB06LL789L ON 07/27/19","ONLINE TRANSFER FROM GOODSELL M","150.00","credit","Transfer","Wells Fargo Way2Save® Savings","",""
"7/29/2019","RaceTrac","RACETRAC542","46.60","debit","Gas & Fuel","Wells Fargo Everyday Checking","",""
"7/29/2019","GRAN AGAVE RESTURA PURCHASE 07/27 RIVERVIEW FL CARD 1372","GRAN AGAVE RESTURA","20.00","debit","Restaurants","Wells Fargo Everyday Checking","",""
"7/29/2019","XSCAPE THEATRES - PURCHASE 07/27 RIVERVIEW FL CARD 1372","XSCAPE THEATRES -","12.50","debit","Movies & DVDs","Wells Fargo Everyday Checking","",""
"7/29/2019","Wawa","WAWA 5133","4.33","debit","Gas & Fuel","Wells Fargo Everyday Checking","",""
"7/29/2019","ONLINE TRANSFER TO GOODSELL M WAY2SAVE SAVINGS REF #IB06LL789L ON 07/27/19","ONLINE TRANSFER TO GOODSELL M","150.00","debit","Transfer","Wells Fargo Everyday Checking","",""
"7/29/2019","7-Eleven","7-ELEVEN 34165","49.72","debit","Gas & Fuel","Wells Fargo Everyday Checking","",""
"7/25/2019","Zaxby's","ZAXBY'S #09702","7.62","debit","Restaurants","Wells Fargo Everyday Checking","",""
"7/25/2019","Venmo Cashout Matthew","VENMO CASHOUT","48.08","credit","Income","Wells Fargo Everyday Checking","",""
"7/25/2019","eDeposit in Branch/Store 07/25/19 04:31:13 PM 86 N UNIVERSITY AVE PROVO UT","eDeposit in Branch/Store","180.53","credit","Income","Wells Fargo Everyday Checking","",""
"7/25/2019","APTIVE ENVIRONMT DIRECT DEP 190725 9266115276398V9 GOODSELL,MATTHEW","APTIVE ENVIRONMT DIRECT DEP","113.85","credit","Paycheck","Wells Fargo Everyday Checking","",""
"7/24/2019","Wal-Mart","Wal-Mart Super Center","11.75","debit","Shopping","Wells Fargo Everyday Checking","",""
"7/24/2019","Wawa","WAWA 5133","47.60","debit","Gas & Fuel","Wells Fargo Everyday Checking","",""
"7/23/2019","CVS","CVS/PHARMACY #07 07225--5","5.99","debit","Pharmacy","Wells Fargo Everyday Checking","",""
"7/22/2019","Zaxby's","ZAXBY'S #53801","7.62","debit","Restaurants","Wells Fargo Everyday Checking","",""
"7/22/2019","XSCAPE THEATRES - PURCHASE 07/20 RIVERVIEW FL CARD 1372","XSCAPE THEATRES -","12.50","debit","Movies & DVDs","Wells Fargo Everyday Checking","",""
"7/22/2019","Venmo Cashout Matthew","VENMO CASHOUT","36.00","credit","Income","Wells Fargo Everyday Checking","",""
"7/22/2019","Citgo","QUICK SHOP CITGO D","55.98","debit","Gas & Fuel","Wells Fargo Everyday Checking","",""
"7/22/2019","Wawa","WAWA 5133","50.30","debit","Gas & Fuel","Wells Fargo Everyday Checking","",""
"7/18/2019","Venmo","VENMO","25.00","debit","Transfer","Wells Fargo Everyday Checking","",""
"7/16/2019","Venmo Cashout Matthew","VENMO CASHOUT","60.16","credit","Income","Wells Fargo Everyday Checking","",""
"7/16/2019","Wal-Mart","WM SUPERC Wal-Mart Sup","79.32","debit","Shopping","Wells Fargo Everyday Checking","",""
"7/16/2019","LDS Church","LDS CHURCH DONATION","45.30","debit","Charity","Wells Fargo Everyday Checking","",""
"7/15/2019","O'Reilly Auto Parts","OREILLY AUTO PARTS #5202","19.52","debit","Service & Parts","Wells Fargo Everyday Checking","",""
